"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"CEN21LA033","ACC","102206","2020-10-07T14:50:00Z","Longview","TX","USA",,"N790L","false","Aviation","DirectorBrief","2022-06-03T04:00:00Z","None",,,,"The improper installation of a clevis pin in the rudder system which led to a loss of directional control during landing.","Personnel issues - Task performance - Maintenance - Installation - Maintenance personnel, Aircraft - Aircraft systems - Flight control system - Rudder control system - Incorrect service/maintenance","https://data.ntsb.gov/Docket?ProjectID=102206"
"ERA21FA010","ACC","102113","2020-10-07T11:30:00Z","Waterloo","AL","USA",,"N251SC","false","Aviation","DirectorBrief","2023-01-31T05:00:00Z","Fatal",,,,"The improper configuration of the airplane’s fuel system, which resulted in a total loss of engine power due to fuel starvation following the failure of the electric fuel pump.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Incorrect service/maintenance, Aircraft - Aircraft systems - Fuel system - Fuel pumps - Failure, Aircraft - Aircraft systems - Fuel system - Fuel distribution - Incorrect use/operation, Personnel issues - Task performance - Maintenance - Installation - Pilot, Personnel issues - Task performance - Maintenance - Modification/alteration - Pilot, Aircraft - Fluids/misc hardware - Misc hardware - Hoses and tubes - Not installed/available","https://data.ntsb.gov/Docket?ProjectID=102113"
"CEN21LA012","ACC","102125","2020-10-07T07:00:00Z","New Richmond","WI","USA",,"N744K","false","Aviation","DirectorBrief","2021-07-15T04:00:00Z","Minor",,,,"The pilot's failure to maintain directional control on landing, which resulted in a runway excursion and subsequent nose-over. Contributing was the pilot’s lack of experience in the accident airplane.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Experience/knowledge - Experience/qualifications - Total experience w/ equipment - Pilot","https://data.ntsb.gov/Docket?ProjectID=102125"
"DCA21FM001","ACC","102117","2020-10-07T04:30:00Z","Port Orchard","WA","USA",,"N/A","false","Marine","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=102117"
"CEN21WA115","ACC","102545","2020-10-07T04:00:00Z","Romsey",,"UK",,"G-BLOS","false","Aviation","None",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=102545"
"WPR21LA033","ACC","102222","2020-10-06T15:15:00Z","Minden","NV","USA",,"N684KS","false","Aviation","DirectorBrief","2021-07-15T04:00:00Z","None",,,,"The student pilot’s improper application of the airbrakes during final approach, which resulted in a landing area undershoot and subsequent hard, bounced landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Aircraft - Aircraft systems - Flight control system - (general) - Incorrect use/operation, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot","https://data.ntsb.gov/Docket?ProjectID=102222"
"WPR21LA011","ACC","102120","2020-10-06T14:33:00Z","Spirit Lake","ID","USA",,"N55893","false","Aviation","DirectorBrief","2023-04-05T04:00:00Z","Fatal",,,,"The pilot’s exceedance of the airplane's critical angle of attack during the initial climb after takeoff, which resulted in an aerodynamic stall.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=102120"
"ERA21LA009","ACC","102107","2020-10-06T14:30:00Z","Lady Lake","FL","USA",,"N78BM","false","Aviation","DirectorBrief","2022-10-05T04:00:00Z","Minor",,,,"A total loss of engine power during cruise flight for undetermined reasons.","Not determined - Not determined - (general) - (general) - Unknown/Not determined","https://data.ntsb.gov/Docket?ProjectID=102107"
"CEN21LA008","ACC","102099","2020-10-06T07:20:00Z","Mount Vernon","IN","USA",,"N2942A","false","Aviation","DirectorBrief","2022-07-07T04:00:00Z","Fatal",,,,"The pilot’s exceedance of the airplane’s critical angle of attack during an aerobatic maneuver, which resulted in an aerodynamic stall and spin and loss of control. Contributing to the accident was the pilot’s decision to perform aerobatic maneuvers in an airplane that was not approved to do so.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Aircraft capability - (general) - Incorrect use/operation","https://data.ntsb.gov/Docket?ProjectID=102099"
"DCA21WA003","ACC","102106","2020-10-06T04:00:00Z","San Jose",,"CS",,"HK5228","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=102106"
"ERA21WA033","ACC","102208","2020-10-05T14:34:00Z","Peremoha",,"UP",,"UR-PNGD","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=102208"
"ERA21LA007","ACC","102098","2020-10-05T13:55:00Z","Ellijay","GA","USA",,"N787AC","false","Aviation","DirectorBrief","2021-08-24T04:00:00Z","Minor",,,,"The pilot's improper landing flare which resulted in a bounced landing and a subsequent noseover.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=102098"
"CEN21FA007","ACC","102094","2020-10-05T12:04:00Z","Telluride","CO","USA",,"N4444K","false","Aviation","DirectorBrief","2022-12-14T05:00:00Z","Fatal",,,,"The pilot’s loss of control during the climb to cruise flight resulting in the airplane’s impact with terrain. Contributing to the accident was the pilot’s decision to not climb to a higher altitude before proceeding over high terrain.","Personnel issues - Task performance - (general) - (general) - Pilot, Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Contributed to outcome, Personnel issues - Task performance - Planning/preparation - Performance calculations - Pilot, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - High density altitude - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=102094"
"CEN21LA050","ACC","102264","2020-10-05T11:20:00Z","San Saba","TX","USA",,"N7333V","false","Aviation","DirectorBrief","2021-08-20T04:00:00Z","None",,,,"The student pilot’s improper decision-making, which resulted in a total loss of engine power due to fuel starvation.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Student/instructed pilot, Personnel issues - Task performance - Planning/preparation - Fuel planning - Student/instructed pilot","https://data.ntsb.gov/Docket?ProjectID=102264"
"CEN21LA006","ACC","102092","2020-10-05T07:10:00Z","Salida","CO","USA",,"N3370E","false","Aviation","DirectorBrief","2021-08-26T04:00:00Z","None",,,,"The student pilot’s loss of directional control during takeoff and the flight instructor’s delayed remedial action which resulted in a runway excursion and impact with a steel object.","Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=102092"
"WPR21LA005","ACC","102090","2020-10-04T18:15:00Z","Rimrock","AZ","USA",,"N22979","false","Aviation","DirectorBrief","2021-08-24T04:00:00Z","None",,,,"The pilot’s improper landing flare, which resulted in a hard, bounced landing and runway excursion.","Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft systems - Navigation system - Airspeed/mach indicating - Unknown/Not determined","https://data.ntsb.gov/Docket?ProjectID=102090"
"DCA21WA098","INC","102783","2020-10-04T14:50:00Z","Bogata",,"CO",,"N740AV","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=102783"
"ERA21LA004","ACC","102080","2020-10-04T14:05:00Z","Beechhurst","NY","USA",,"N6506M","false","Aviation","DirectorBrief","2022-05-19T04:00:00Z","Fatal",,,,"The pilot’s selection of a landing area that provided inadequate distance from obstacles and his subsequent decision to abort the landing with inadequate takeoff distance available, which resulted in a high-speed collision with a concrete bulkhead. Contributing to the accident was the pilot’s decision to land with a tailwind, which degraded the airplane’s performance and handling characteristics.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot","https://data.ntsb.gov/Docket?ProjectID=102080"
"ERA21LA006","ACC","102093","2020-10-04T11:30:00Z","Fulton","NY","USA",,"N6179U","false","Aviation","DirectorBrief","2021-06-17T04:00:00Z","Minor",,,,"The mechanic’s improper maintenance, which resulted in the crankshaft expansion plug dislodging in flight and a subsequent forced landing.","Personnel issues - Task performance - Maintenance - Installation - Maintenance personnel, Aircraft - Aircraft power plant - Power plant - (general) - Incorrect service/maintenance","https://data.ntsb.gov/Docket?ProjectID=102093"
"CEN21LA010","ACC","102114","2020-10-04T11:15:00Z","Bridgeport","TX","USA",,"N5196S","false","Aviation","DirectorBrief","2022-11-01T04:00:00Z","None",,,,"The pilot’s inadequate fuel planning, which led to fuel exhaustion and a subsequent total loss of engine power.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot","https://data.ntsb.gov/Docket?ProjectID=102114"
"CEN21LA001","ACC","102079","2020-10-04T10:50:00Z","Cedaredge","CO","USA",,"N9568X","false","Aviation","DirectorBrief","2022-07-07T04:00:00Z","Serious",,,,"A partial loss of engine power for reasons that could not be determined based on available evidence.","Not determined - Not determined - (general) - (general) - Unknown/Not determined","https://data.ntsb.gov/Docket?ProjectID=102079"
"CEN21LA023","ACC","102170","2020-10-04T09:30:00Z","Durango","CO","USA",,"N912RE","false","Aviation","DirectorBrief","2021-08-31T04:00:00Z","None",,,,"The pilot’s loss of directional control during landing following a hard landing and failure of the right main tire.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Not attained/maintained, Aircraft - Aircraft systems - Landing gear system - Wheel/ski/float - Failure, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot","https://data.ntsb.gov/Docket?ProjectID=102170"
"WPR21LA003","ACC","102078","2020-10-04T08:35:00Z","Hawthorne","CA","USA",,"N449WB","false","Aviation","DirectorBrief","2023-01-31T05:00:00Z","Fatal",,,,"The pilot’s failure to maintain aircraft control during takeoff.","Personnel issues - Action/decision - Action - Incorrect action selection - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=102078"
"WPR21LA006","ACC","102091","2020-10-03T18:13:00Z","Firth","ID","USA",,"N7143A","false","Aviation","DirectorBrief","2021-07-15T04:00:00Z","None",,,,"The pilot's failure to maintain adequate airspeed during the landing flare which resulted in an aerodynamic stall and collision with the ground.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=102091"
"CEN21LA003","ACC","102082","2020-10-03T17:05:00Z","Hinckley","MN","USA",,"N4972G","false","Aviation","DirectorBrief","2021-08-24T04:00:00Z","None",,,,"The airplane’s impact with deer while landing.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Contributed to outcome, Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Ability to respond/compensate","https://data.ntsb.gov/Docket?ProjectID=102082"
"ERA21LA008","ACC","102100","2020-10-03T15:00:00Z","Northfield","NH","USA",,"N129AY","false","Aviation","DirectorBrief","2022-09-07T04:00:00Z","None",,,,"A total loss of engine power due to oil starvation of the No. 1 cylinder. Contributing to the accident was the pinched No. 1 cylinder oil injection line.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng oil sys - Failure, Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Pilot","https://data.ntsb.gov/Docket?ProjectID=102100"
"CEN21LA002","ACC","102081","2020-10-03T13:15:00Z","Byers","CO","USA",,"N9901E","false","Aviation","DirectorBrief","2022-05-19T04:00:00Z","None",,,,"A partial loss of engine power for undetermined reasons.","Not determined - Not determined - (general) - (general) - Unknown/Not determined","https://data.ntsb.gov/Docket?ProjectID=102081"
"ERA21LA012","ACC","102119","2020-10-03T12:15:00Z","Spruce Pines","NC","USA",,"N8783M","false","Aviation","DirectorBrief","2021-07-15T04:00:00Z","Minor",,,,"The pilot's failure to familiarize himself with the wind conditions at the destination airport and his failure to attain the proper touchdown point during landing, which resulted in a long, tailwind landing and subsequent runway overrun.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Awareness of condition","https://data.ntsb.gov/Docket?ProjectID=102119"
"DCA21WA004","INC","102118","2020-10-03T05:30:00Z","Amsterdam",,"NL",,"OO-JAV","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=102118"
"ENG21WA005","INC","102212","2020-10-03T05:00:00Z","Makassar",,"ID",,"PK-WGT","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=102212"
"CEN21LA004","ACC","102084","2020-10-02T14:12:00Z","Lake Elmo","MN","USA",,"N62ZM","false","Aviation","DirectorBrief","2022-05-06T04:00:00Z","Serious",,,,"A total loss of engine power for reasons that could not be determined.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - (general) - Unknown/Not determined","https://data.ntsb.gov/Docket?ProjectID=102084"
"ERA21LA003","ACC","102077","2020-10-02T10:44:00Z","Corfu","NY","USA",,"N965DM","false","Aviation","DirectorBrief","2022-08-19T04:00:00Z","Fatal",,,,"The pilot’s failure to maintain control of the airplane for undetermined reasons during the descent to the destination airport.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=102077"
"WPR21LA008","ACC","102110","2020-10-02T10:30:00Z","Princeton","OR","USA",,"N8678X","false","Aviation","DirectorBrief","2022-05-19T04:00:00Z","None",,,,"The pilot’s failure to enrichen the mixture, which resulted in a partial loss of engine power.","Aircraft - Aircraft power plant - Engine fuel and control - Fuel control/carburetor - Incorrect use/operation, Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot","https://data.ntsb.gov/Docket?ProjectID=102110"
"CEN21LA009","ACC","102105","2020-10-02T09:35:00Z","Denver","CO","USA",,"N7798M","false","Aviation","DirectorBrief","2021-07-15T04:00:00Z","None",,,,"Failure of the landing gear motor that prevented the gear from extending fully to the down and locked position, which resulted in a gear collapse on landing and a subsequent loss of directional control.","Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Failure","https://data.ntsb.gov/Docket?ProjectID=102105"
"CEN21LA005","ACC","102087","2020-10-02T06:30:00Z","Egypt","AR","USA",,"N4540F","false","Aviation","DirectorBrief","2021-08-24T04:00:00Z","None",,,,"The pilot’s failure to maintain clearance from a tree limb during a low-level aerial application flight.","Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot","https://data.ntsb.gov/Docket?ProjectID=102087"
"WPR21WA047","ACC","102274","2020-10-02T05:36:00Z","Semera",,"ET",,"ET-AYJ","false","Aviation","None",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=102274"
"DCA21WA001","INC","102073","2020-10-02T04:00:00Z","London",,"UK","","G-ZBKF","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=102073"
"ERA21LA002","ACC","102075","2020-10-01T19:04:00Z","Green Sea","SC","USA",,"N656V","false","Aviation","DirectorBrief","2022-10-19T04:00:00Z","Minor",,,,"The pilot’s inadvertent placement of the fuel selector in an intermediate position, which starved the engine of fuel and resulted in a total loss of engine power.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Related operating info, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot","https://data.ntsb.gov/Docket?ProjectID=102075"
"WPR21LA002","ACC","102072","2020-10-01T14:00:00Z","Burlington","WA","USA",,"N601SA","false","Aviation","DirectorBrief","2022-09-16T04:00:00Z","None",,,,"The total loss of engine power for reasons that could not be determined based on the available information.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Unknown/Not determined, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Unknown/Not determined","https://data.ntsb.gov/Docket?ProjectID=102072"
"ENG21WA002","INC","102103","2020-10-01T12:48:00Z","Nawabshah",,"PK",,"AP-BNE","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=102103"
"ERA21LA005","ACC","102085","2020-10-01T10:15:00Z","Wake","VA","USA",,"N512FH","false","Aviation","DirectorBrief","2022-06-03T04:00:00Z","None",,,,"A total loss of engine power due to fuel starvation as the result of the improper installation of the ram air fuel vent tube, which resulted in the tube separating from the airplane during taxi and subsequent negative pressure inside the fuel tank.","Aircraft - Aircraft systems - Fuel system - (general) - Incorrect service/maintenance, Aircraft - Aircraft systems - Fuel system - (general) - Not specified","https://data.ntsb.gov/Docket?ProjectID=102085"
"ANC20LA100","ACC","102108","2020-09-30T18:40:00Z","Tok","AK","USA",,"N926LL","false","Aviation","DirectorBrief","2022-05-06T04:00:00Z","None",,,,"The mechanic’s failure to properly repair the tailwheel, which resulted in a malfunction of the tailwheel and a loss of directional control.","Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Incorrect service/maintenance, Personnel issues - Task performance - Maintenance - Repair - Maintenance personnel","https://data.ntsb.gov/Docket?ProjectID=102108"
"DCA21LA018","ACC","102250","2020-09-30T18:00:00Z","Anchorage","AK","USA",,"N860DA","false","Aviation","DirectorBrief","2022-07-19T04:00:00Z","Serious",,,,"The airplane’s encounter with severe turbulence while flying over a mountain range during cruise.","Environmental issues - Conditions/weather/phenomena - Turbulence - Terrain induced turbulence - Effect on personnel, Environmental issues - Conditions/weather/phenomena - Turbulence - Terrain induced turbulence - Effect on operation, Environmental issues - Conditions/weather/phenomena - Turbulence - Terrain induced turbulence - Awareness of condition","https://data.ntsb.gov/Docket?ProjectID=102250"
"WPR20LA332","ACC","102089","2020-09-30T10:30:00Z","Oregon City","OR","USA",,"N5397S","false","Aviation","DirectorBrief","2021-09-16T04:00:00Z","None",,,,"The pilot’s improper landing flare which resulted in a bounced landing, loss of directional control and subsequent collision with a hangar.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Object/animal/substance - Airport structure - Effect on equipment, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=102089"
"ERA20LA342","ACC","102088","2020-09-30T09:40:00Z","DeFuniak Springs","FL","USA",,"N8950R","false","Aviation","DirectorBrief","2021-06-24T04:00:00Z","None",,,,"The failure of the left landing gear airframe cross tube during landing, due to corrosion hidden under riveted fairing.","Aircraft - Aircraft systems - Landing gear system - Main landing gear - Fatigue/wear/corrosion","https://data.ntsb.gov/Docket?ProjectID=102088"
"CEN20LA429","ACC","102070","2020-09-29T21:50:00Z","Higginsville","MO","USA",,"N461CM","false","Aviation","DirectorBrief","2021-08-24T04:00:00Z","None",,,,"The airplane’s collision with a deer on the runway during takeoff at night.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment, Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Ability to respond/compensate","https://data.ntsb.gov/Docket?ProjectID=102070"
"CEN20LA431","ACC","102083","2020-09-29T17:40:00Z","Big Rapids","MI","USA",,"N79300","false","Aviation","DirectorBrief","2021-09-29T04:00:00Z","None",,,,"The airplane’s impact with a deer during takeoff.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Ability to respond/compensate, Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment","https://data.ntsb.gov/Docket?ProjectID=102083"
"CEN20LA425","ACC","102057","2020-09-29T13:00:00Z","Spring","TX","USA",,"N75634","false","Aviation","DirectorBrief","2022-10-19T04:00:00Z","Minor",,,,"The student pilot’s failure to maintain airplane control during climb and subsequent impact with terrain.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=102057"
"CEN20LA427","ACC","102064","2020-09-29T12:50:00Z","Hinckley","IL","USA",,"N721WC","false","Aviation","DirectorBrief","2021-08-24T04:00:00Z","None",,,,"The pilot’s improper control input during a bounced landing that resulted in the glider impacting terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Incorrect use/operation, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=102064"
"ERA20LA341","ACC","102076","2020-09-28T17:00:00Z","Centerville","MD","USA",,"N562TU","false","Aviation","DirectorBrief","2022-11-04T04:00:00Z","None",,,,"The fatigue failure of the No. 1 cylinder exhaust valve spring retainer due to air trapped in the lubrication system, which resulted in a total loss of engine power.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng cyl section - Failure, Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng cyl section - Fatigue/wear/corrosion","https://data.ntsb.gov/Docket?ProjectID=102076"
"ENG20LA046","INC","102067","2020-09-28T15:30:00Z","Donalsonville","GA","USA",,"N6216K","false","Aviation","DirectorBrief","2022-04-26T04:00:00Z","None",,,,"A total loss of engine power due to a loose torque meter attachment nut in the reduction gearbox that jammed the planetary gearset causing the power turbine shaft to separate from the power turbine disk, resulting in the power turbine overspeeding and shedding blades that penetrated the compressor turbine case.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Failure","https://data.ntsb.gov/Docket?ProjectID=102067"
"CEN20LA421","ACC","102048","2020-09-28T12:52:00Z","Lago Vista","TX","USA","","N104RK","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=102048"
"CEN20WA426","ACC","102062","2020-09-28T09:20:00Z","Le Chevillotte",,"FR",,"N918SE","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=102062"
"ERA20LA335","ACC","102040","2020-09-27T08:00:00Z","Union","SC","USA",,"N33859","false","Aviation","DirectorBrief","2022-06-03T04:00:00Z","Serious",,,,"A total loss of engine power due to carburetor icing. Contributing to the accident was the pilot’s failure to use carburetor heat in conditions conducive to the development of carburetor icing.","Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low visibility - Decision related to condition, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to carburetor icing - Effect on equipment, Personnel issues - Action/decision - Action - Lack of action - Pilot, Aircraft - Aircraft systems - Ice/rain protection system - Intake anti-ice, deice - Not used/operated, Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Pilot","https://data.ntsb.gov/Docket?ProjectID=102040"
"WPR20LA319","ACC","102050","2020-09-27T06:03:00Z","Santa Barbara","CA","USA",,"N157RC","false","Aviation","DirectorBrief","2022-11-04T04:00:00Z","Fatal",,,,"The pilot’s loss of airplane control due to spatial disorientation after entering instrument meteorological conditions.","Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Clouds - Effect on personnel, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=102050"
"ERA20LA334","ACC","102038","2020-09-26T08:45:00Z","New Smyrna Beach","FL","USA",,"N89476","false","Aviation","DirectorBrief","2021-06-24T04:00:00Z","None",,,,"The pilot’s decision to depart from a non-suitable surface, which resulted in a loss of directional control during takeoff roll.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Soft surface - Decision related to condition, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=102038"
"CEN21WA017","ACC","102142","2020-09-26T04:00:00Z","Linköping",,"SW",,"SE-CXN","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=102142"
"WPR20LA322","ACC","102058","2020-09-25T18:45:00Z","Silver Springs","NV","USA",,"N4132W","false","Aviation","DirectorBrief","2021-08-20T04:00:00Z","None",,,,"The pilot’s failure to maintain directional control during a nighttime landing with a crosswind, which resulted in a runway excursion and impact with a sign.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on operation, Environmental issues - Physical environment - Object/animal/substance - Runway/taxi/approach light - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=102058"
"CEN20LA430","ACC","102071","2020-09-25T16:30:00Z","Rogers","AR","USA",,"N920X","false","Aviation","DirectorBrief","2021-09-22T04:00:00Z","None",,,,"The pilot’s inadvertent loss of aircraft control, resulting in substantial damage to the airframe during the spin recovery.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=102071"
"ERA20LA337","ACC","102045","2020-09-25T15:31:00Z","Chester","CT","USA",,"N35FW","false","Aviation","DirectorBrief","2021-06-17T04:00:00Z","None",,,,"The pilot's unstable approach, which resulted in a hard landing, and the separation of the left main landing gear.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=102045"
"WPR20LA325","ACC","102066","2020-09-25T11:38:00Z","Bridgeport","CA","USA",,"N300JS","false","Aviation","DirectorBrief","2021-08-20T04:00:00Z","None",,,,"An inadvertent retraction of the flaps during a go-around by the pilot-rated passenger, which caused the airplane to settle onto the runway with the landing gear retracted.","Personnel issues - Action/decision - Action - Incorrect action selection - Passenger, Aircraft - Aircraft systems - Flight control system - TE flap control system - Unintentional use/operation","https://data.ntsb.gov/Docket?ProjectID=102066"
"CEN20WA418","INC","102039","2020-09-25T11:15:00Z","Sola","OF","NO",,"LN-ONQ","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=102039"
"GAA20WA149","ACC","103677","2020-09-24T19:30:00Z","Minas City","OF","UY",,"CX-AYE","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=103677"
